1001, 4453114, 1, 0, 0
2001, 6283530, 1, 0, 0
3000, 7297689, 1, 0, 0
4002, 7146065, 1, 0, 0
5000, 5852175, 1, 0, 0
6000, 4786276, 1, 0, 0
7000, 5220898, 1, 0, 0
8000, 7222514, 1, 0, 0
9000, 6081680, 1, 0, 0
10000, 5311820, 1, 0, 0
11000, 4046888, 1, 0, 0
12000, 4104614, 1, 0, 0
13000, 4301766, 1, 0, 0
14000, 4085800, 1, 0, 0
15000, 4039625, 1, 0, 0
16000, 3821102, 1, 0, 0
17000, 3827303, 1, 0, 0
18000, 2576723, 1, 0, 0
19000, 1918230, 1, 0, 0
20000, 1876598, 1, 0, 0
21000, 1927726, 1, 0, 0
22000, 3764719, 1, 0, 0
23000, 4569036, 1, 0, 0
24000, 4446420, 1, 0, 0
25000, 2726331, 1, 0, 0
26004, 163137245, 1, 0, 0
27001, 51794645, 1, 0, 0
28002, 55440011, 1, 0, 0
29000, 65547456, 1, 0, 0
30000, 75636061, 1, 0, 0
31005, 72355878, 1, 0, 0
32000, 80396370, 1, 0, 0
33001, 82545858, 1, 0, 0
34000, 85716865, 1, 0, 0
35000, 85037878, 1, 0, 0
36002, 91472729, 1, 0, 0
37057, 90394619, 1, 0, 0
38000, 102229342, 1, 0, 0
39002, 84747511, 1, 0, 0
40003, 81429056, 1, 0, 0
41000, 77537636, 1, 0, 0
42000, 78040122, 1, 0, 0
43000, 79394572, 1, 0, 0
44000, 78361506, 1, 0, 0
45124, 81308530, 1, 0, 0
46000, 93635239, 1, 0, 0
47002, 60278090, 1, 0, 0
48000, 50859775, 1, 0, 0
49000, 47282163, 1, 0, 0
50001, 48339650, 1, 0, 0
51001, 48647779, 1, 0, 0
52001, 49152815, 1, 0, 0
53001, 49583180, 1, 0, 0
54000, 49850190, 1, 0, 0
55000, 49303017, 1, 0, 0
56000, 46299706, 1, 0, 0
57000, 40876639, 1, 0, 0
58000, 36516888, 1, 0, 0
59001, 33526432, 1, 0, 0
60000, 30163162, 1, 0, 0
60014, 27347206, 1, 0, 0
