999, 19923, 1, 0, 0
1999, 18912, 1, 0, 0
2999, 18496, 1, 0, 0
4000, 18976, 1, 0, 0
5000, 19552, 1, 0, 0
6000, 19040, 1, 0, 0
7000, 19264, 1, 0, 0
8001, 18752, 1, 0, 0
9001, 19840, 1, 0, 0
10001, 17952, 1, 0, 0
11002, 18912, 1, 0, 0
12002, 19520, 1, 0, 0
13002, 19200, 1, 0, 0
14002, 19424, 1, 0, 0
15003, 18688, 1, 0, 0
16003, 19092, 1, 0, 0
17003, 19216, 1, 0, 0
18003, 18768, 1, 0, 0
19003, 19520, 1, 0, 0
20003, 18952, 1, 0, 0
21004, 19104, 1, 0, 0
22004, 19584, 1, 0, 0
23004, 18944, 1, 0, 0
24004, 18984, 1, 0, 0
25004, 18712, 1, 0, 0
26004, 19616, 1, 0, 0
27004, 18368, 1, 0, 0
28005, 19104, 1, 0, 0
29005, 19328, 1, 0, 0
30005, 19520, 1, 0, 0
31005, 18536, 1, 0, 0
32005, 18704, 1, 0, 0
33005, 19384, 1, 0, 0
34005, 19504, 1, 0, 0
35006, 19056, 1, 0, 0
36006, 18384, 1, 0, 0
37006, 19232, 1, 0, 0
38006, 19264, 1, 0, 0
39006, 19048, 1, 0, 0
40006, 19808, 1, 0, 0
41006, 18336, 1, 0, 0
42006, 19392, 1, 0, 0
43007, 19456, 1, 0, 0
44007, 18816, 1, 0, 0
45007, 19264, 1, 0, 0
46007, 18936, 1, 0, 0
47008, 19656, 1, 0, 0
48008, 19072, 1, 0, 0
49008, 19040, 1, 0, 0
50008, 19088, 1, 0, 0
51008, 19152, 1, 0, 0
52008, 19136, 1, 0, 0
53008, 19244, 1, 0, 0
54009, 19400, 1, 0, 0
55009, 18856, 1, 0, 0
56010, 19072, 1, 0, 0
57010, 19428, 1, 0, 0
58011, 18797, 1, 0, 0
59012, 18869, 1, 0, 0
