1000, 791322, 1, 0, 0
2000, 795606, 1, 0, 0
3000, 852454, 1, 0, 0
4000, 814554, 1, 0, 0
5000, 799082, 1, 0, 0
6000, 845765, 1, 0, 0
7000, 806652, 1, 0, 0
8000, 830836, 1, 0, 0
9000, 812734, 1, 0, 0
10000, 809483, 1, 0, 0
11000, 877013, 1, 0, 0
12000, 805901, 1, 0, 0
13000, 832258, 1, 0, 0
14000, 814186, 1, 0, 0
15000, 832868, 1, 0, 0
16000, 815318, 1, 0, 0
17000, 811513, 1, 0, 0
18000, 821647, 1, 0, 0
19000, 800007, 1, 0, 0
20000, 844222, 1, 0, 0
21000, 813972, 1, 0, 0
22000, 793390, 1, 0, 0
23000, 852176, 1, 0, 0
24000, 808807, 1, 0, 0
25000, 815618, 1, 0, 0
26000, 799712, 1, 0, 0
27000, 860573, 1, 0, 0
28000, 825184, 1, 0, 0
29000, 798017, 1, 0, 0
30000, 826224, 1, 0, 0
31000, 794327, 1, 0, 0
32000, 853949, 1, 0, 0
33000, 830942, 1, 0, 0
34000, 792429, 1, 0, 0
35000, 887546, 1, 0, 0
36000, 811836, 1, 0, 0
37000, 828875, 1, 0, 0
38000, 807878, 1, 0, 0
39000, 832598, 1, 0, 0
40000, 828714, 1, 0, 0
41000, 816286, 1, 0, 0
42000, 816662, 1, 0, 0
43002, 800677, 1, 0, 0
44000, 838648, 1, 0, 0
45000, 824562, 1, 0, 0
46000, 803498, 1, 0, 0
47000, 844804, 1, 0, 0
48000, 824484, 1, 0, 0
49000, 822457, 1, 0, 0
50000, 797039, 1, 0, 0
51000, 841406, 1, 0, 0
52000, 851393, 1, 0, 0
53000, 808735, 1, 0, 0
54000, 838418, 1, 0, 0
55000, 817868, 1, 0, 0
56000, 843805, 1, 0, 0
57000, 820317, 1, 0, 0
58000, 833599, 1, 0, 0
59000, 822890, 1, 0, 0
60000, 797303, 1, 0, 0
60000, 538280, 1, 0, 0
