1000, 1654707, 1, 0, 0
2000, 1663071, 1, 0, 0
3000, 1685028, 1, 0, 0
4001, 1680860, 1, 0, 0
5000, 1639752, 1, 0, 0
6000, 1719619, 1, 0, 0
7000, 1646080, 1, 0, 0
8000, 1625424, 1, 0, 0
9000, 1662718, 1, 0, 0
10000, 1719751, 1, 0, 0
11003, 1642086, 1, 0, 0
12000, 1656762, 1, 0, 0
13001, 1726741, 1, 0, 0
14000, 1673054, 1, 0, 0
15002, 1668161, 1, 0, 0
16000, 1604011, 1, 0, 0
17000, 1740928, 1, 0, 0
18000, 1669985, 1, 0, 0
19000, 1692374, 1, 0, 0
20001, 1649193, 1, 0, 0
21000, 1666902, 1, 0, 0
22000, 1655541, 1, 0, 0
23002, 1633818, 1, 0, 0
24000, 1688738, 1, 0, 0
25000, 1652787, 1, 0, 0
26001, 1658181, 1, 0, 0
27000, 1767107, 1, 0, 0
28000, 1614439, 1, 0, 0
29001, 1669841, 1, 0, 0
30000, 1646564, 1, 0, 0
31000, 1690134, 1, 0, 0
32000, 1655524, 1, 0, 0
33000, 1643387, 1, 0, 0
34000, 1690654, 1, 0, 0
35000, 1695454, 1, 0, 0
36001, 1641879, 1, 0, 0
37000, 1690044, 1, 0, 0
38002, 1644915, 1, 0, 0
39000, 1730963, 1, 0, 0
40001, 1626750, 1, 0, 0
41001, 1688859, 1, 0, 0
42000, 1662974, 1, 0, 0
43000, 1676306, 1, 0, 0
44000, 1658559, 1, 0, 0
45001, 1710074, 1, 0, 0
46000, 1702982, 1, 0, 0
47000, 1625696, 1, 0, 0
48000, 1703606, 1, 0, 0
49000, 1659543, 1, 0, 0
50000, 1675755, 1, 0, 0
51000, 1720551, 1, 0, 0
52000, 1646881, 1, 0, 0
53000, 1698006, 1, 0, 0
54002, 1641421, 1, 0, 0
55000, 1686145, 1, 0, 0
56000, 1671640, 1, 0, 0
57000, 1660601, 1, 0, 0
58000, 1671516, 1, 0, 0
59003, 1626396, 1, 0, 0
60000, 1728769, 1, 0, 0
60000, 597062, 1, 0, 0
