1000, 196270, 1, 0, 0
2000, 201750, 1, 0, 0
3000, 199728, 1, 0, 0
4000, 206524, 1, 0, 0
5000, 204024, 1, 0, 0
6000, 203555, 1, 0, 0
7000, 200913, 1, 0, 0
8000, 197563, 1, 0, 0
9000, 207928, 1, 0, 0
10000, 200820, 1, 0, 0
11000, 208613, 1, 0, 0
12000, 202872, 1, 0, 0
13000, 204246, 1, 0, 0
14000, 207625, 1, 0, 0
15000, 198518, 1, 0, 0
16000, 201060, 1, 0, 0
17000, 206058, 1, 0, 0
18001, 205599, 1, 0, 0
19000, 202347, 1, 0, 0
20000, 203761, 1, 0, 0
21000, 206445, 1, 0, 0
22000, 200443, 1, 0, 0
23000, 205065, 1, 0, 0
24000, 205791, 1, 0, 0
25000, 201709, 1, 0, 0
26000, 203572, 1, 0, 0
27000, 200310, 1, 0, 0
28000, 201272, 1, 0, 0
29000, 201939, 1, 0, 0
30000, 204780, 1, 0, 0
31000, 204209, 1, 0, 0
32000, 206749, 1, 0, 0
33000, 205797, 1, 0, 0
34000, 203029, 1, 0, 0
35000, 200692, 1, 0, 0
36000, 207701, 1, 0, 0
37000, 202615, 1, 0, 0
38000, 207430, 1, 0, 0
39000, 201687, 1, 0, 0
40000, 202525, 1, 0, 0
41000, 200766, 1, 0, 0
42000, 209008, 1, 0, 0
43000, 202041, 1, 0, 0
44000, 198596, 1, 0, 0
45000, 209287, 1, 0, 0
46000, 199094, 1, 0, 0
47000, 204397, 1, 0, 0
48000, 203213, 1, 0, 0
49000, 199260, 1, 0, 0
50000, 201725, 1, 0, 0
51000, 200842, 1, 0, 0
52000, 205337, 1, 0, 0
53000, 198525, 1, 0, 0
54000, 204318, 1, 0, 0
55000, 206510, 1, 0, 0
56000, 201322, 1, 0, 0
57000, 201429, 1, 0, 0
58000, 202908, 1, 0, 0
59000, 204828, 1, 0, 0
60000, 199274, 1, 0, 0
60000, 66800, 1, 0, 0
