1000, 2972, 1, 0, 0
2000, 3004, 1, 0, 0
3000, 3081, 1, 0, 0
4000, 3141, 1, 0, 0
5000, 3097, 1, 0, 0
6000, 3072, 1, 0, 0
7000, 3092, 1, 0, 0
8000, 3077, 1, 0, 0
9000, 3093, 1, 0, 0
10000, 3048, 1, 0, 0
11000, 2984, 1, 0, 0
12000, 2999, 1, 0, 0
13000, 2979, 1, 0, 0
14000, 3015, 1, 0, 0
15000, 3004, 1, 0, 0
16000, 3001, 1, 0, 0
17000, 2993, 1, 0, 0
18000, 2965, 1, 0, 0
19000, 2961, 1, 0, 0
20000, 2963, 1, 0, 0
21000, 2975, 1, 0, 0
22000, 3038, 1, 0, 0
23000, 3035, 1, 0, 0
24000, 3068, 1, 0, 0
25000, 3082, 1, 0, 0
26000, 3344, 1, 0, 0
27000, 3296, 1, 0, 0
28000, 3255, 1, 0, 0
29000, 3352, 1, 0, 0
30000, 3461, 1, 0, 0
31000, 3378, 1, 0, 0
32000, 3466, 1, 0, 0
33000, 3379, 1, 0, 0
34000, 3373, 1, 0, 0
35000, 3305, 1, 0, 0
36000, 3305, 1, 0, 0
37032, 4014, 1, 0, 0
38001, 3716, 1, 0, 0
39000, 3293, 1, 0, 0
40001, 3285, 1, 0, 0
41000, 3265, 1, 0, 0
42002, 3290, 1, 0, 0
43000, 3263, 1, 0, 0
44000, 3245, 1, 0, 0
45129, 3295, 1, 0, 0
46000, 3479, 1, 0, 0
47000, 3238, 1, 0, 0
48000, 3225, 1, 0, 0
49000, 3213, 1, 0, 0
50000, 3190, 1, 0, 0
51000, 3202, 1, 0, 0
52000, 3216, 1, 0, 0
53000, 3226, 1, 0, 0
54000, 3209, 1, 0, 0
55000, 3214, 1, 0, 0
56000, 3207, 1, 0, 0
57000, 3210, 1, 0, 0
58000, 3188, 1, 0, 0
59000, 3167, 1, 0, 0
60012, 3161, 1, 0, 0
