1000, 4833, 1, 0, 0
2001, 4727, 1, 0, 0
3001, 4624, 1, 0, 0
4001, 4744, 1, 0, 0
5001, 4888, 1, 0, 0
6002, 4760, 1, 0, 0
7002, 4816, 1, 0, 0
8002, 4696, 1, 0, 0
9002, 4960, 1, 0, 0
10003, 4496, 1, 0, 0
11003, 4712, 1, 0, 0
12003, 4896, 1, 0, 0
13003, 4800, 1, 0, 0
14004, 4858, 1, 0, 0
15004, 4678, 1, 0, 0
16004, 4760, 1, 0, 0
17004, 4816, 1, 0, 0
18004, 4688, 1, 0, 0
19004, 4888, 1, 0, 0
20005, 4728, 1, 0, 0
21005, 4792, 1, 0, 0
22005, 4896, 1, 0, 0
23005, 4712, 1, 0, 0
24005, 4776, 1, 0, 0
25006, 4664, 1, 0, 0
26006, 4928, 1, 0, 0
27006, 4568, 1, 0, 0
28006, 4792, 1, 0, 0
29006, 4832, 1, 0, 0
30006, 4880, 1, 0, 0
31006, 4608, 1, 0, 0
32006, 4672, 1, 0, 0
33007, 4849, 1, 0, 0
34007, 4888, 1, 0, 0
35007, 4752, 1, 0, 0
36007, 4592, 1, 0, 0
37007, 4800, 1, 0, 0
38007, 4824, 1, 0, 0
39007, 4768, 1, 0, 0
40007, 4952, 1, 0, 0
41008, 4552, 1, 0, 0
42008, 4856, 1, 0, 0
43008, 4864, 1, 0, 0
44008, 4688, 1, 0, 0
45008, 4840, 1, 0, 0
46009, 4736, 1, 0, 0
47009, 4912, 1, 0, 0
48009, 4784, 1, 0, 0
49009, 4753, 1, 0, 0
50009, 4776, 1, 0, 0
51009, 4784, 1, 0, 0
52009, 4792, 1, 0, 0
53010, 4816, 1, 0, 0
54010, 4828, 1, 0, 0
55010, 4720, 1, 0, 0
56011, 4769, 1, 0, 0
57011, 4863, 1, 0, 0
58012, 4683, 1, 0, 0
59013, 4731, 1, 0, 0
