1000, 1654511, 1, 0, 0
2001, 1658259, 1, 0, 0
3001, 1681573, 1, 0, 0
4000, 1677347, 1, 0, 0
5000, 1636001, 1, 0, 0
6000, 1714797, 1, 0, 0
7001, 1640799, 1, 0, 0
8001, 1621294, 1, 0, 0
9000, 1658455, 1, 0, 0
10001, 1716150, 1, 0, 0
11000, 1638612, 1, 0, 0
12001, 1651222, 1, 0, 0
13001, 1725612, 1, 0, 0
14000, 1665283, 1, 0, 0
15001, 1666697, 1, 0, 0
16000, 1596550, 1, 0, 0
17000, 1736974, 1, 0, 0
18001, 1665765, 1, 0, 0
19000, 1686483, 1, 0, 0
20001, 1644100, 1, 0, 0
21000, 1662001, 1, 0, 0
22000, 1651543, 1, 0, 0
23000, 1629099, 1, 0, 0
24000, 1681603, 1, 0, 0
25000, 1648219, 1, 0, 0
26000, 1651971, 1, 0, 0
27000, 1763223, 1, 0, 0
28000, 1611406, 1, 0, 0
29000, 1664575, 1, 0, 0
30000, 1642471, 1, 0, 0
31000, 1686668, 1, 0, 0
32000, 1653032, 1, 0, 0
33000, 1639687, 1, 0, 0
34000, 1686114, 1, 0, 0
35000, 1693342, 1, 0, 0
36000, 1642025, 1, 0, 0
37000, 1683329, 1, 0, 0
38000, 1645346, 1, 0, 0
39000, 1724433, 1, 0, 0
40000, 1626815, 1, 0, 0
41001, 1685620, 1, 0, 0
42000, 1657954, 1, 0, 0
43001, 1673846, 1, 0, 0
44000, 1655757, 1, 0, 0
45000, 1706744, 1, 0, 0
46000, 1699823, 1, 0, 0
47000, 1621257, 1, 0, 0
48001, 1700251, 1, 0, 0
49000, 1667721, 1, 0, 0
50001, 1671573, 1, 0, 0
51001, 1717521, 1, 0, 0
52000, 1642912, 1, 0, 0
53000, 1694127, 1, 0, 0
54000, 1641574, 1, 0, 0
55000, 1678733, 1, 0, 0
56000, 1667822, 1, 0, 0
57000, 1655537, 1, 0, 0
58000, 1667751, 1, 0, 0
59000, 1619712, 1, 0, 0
60000, 1711269, 1, 0, 0
60000, 257838, 1, 0, 0
